02-2023
-1010,15;BYN;03.10.2022
09-2022
0,02;BYN;30.09.2022
-30,00;BYN;30.09.2022
-38,96;BYN;29.09.2022
-41,82;BYN;27.09.2022
-5,49;BYN;26.09.2022
-273,20;BYN;26.09.2022
-11,50;BYN;26.09.2022
-2,30;BYN;26.09.2022
-27,92;BYN;26.09.2022
-33,86;BYN;26.09.2022
-10,94;BYN;26.09.2022
-8,70;BYN;26.09.2022
-32,67;BYN;26.09.2022
-25,00;BYN;26.09.2022
-46,42;BYN;26.09.2022
-8,50;BYN;26.09.2022
7113,12;BYN;23.09.2022
-44,19;BYN;23.09.2022
-178,55;BYN;23.09.2022
-36,21;BYN;22.09.2022
-33,22;BYN;22.09.2022
-59,77;BYN;21.09.2022
-10,45;BYN;20.09.2022
-57,31;BYN;20.09.2022
-54,40;BYN;19.09.2022
-44,35;BYN;19.09.2022
-38,57;BYN;15.09.2022
-59,36;BYN;13.09.2022
-60,25;BYN;13.09.2022
-43,69;BYN;13.09.2022
-36,21;BYN;13.09.2022
-45,79;BYN;12.09.2022
-41,42;BYN;12.09.2022
-27,84;BYN;12.09.2022
-40,72;BYN;09.09.2022
-39,35;BYN;08.09.2022
-30,58;BYN;07.09.2022
-40,90;BYN;07.09.2022
-40,68;BYN;06.09.2022
-60,11;BYN;06.09.2022
-30,00;BYN;06.09.2022
-142,76;BYN;05.09.2022
-13,23;BYN;05.09.2022
-30,00;BYN;05.09.2022
-52,72;BYN;05.09.2022
-20,94;BYN;05.09.2022
-1028,00;BYN;02.09.2022
-37,74;BYN;02.09.2022
-42,04;BYN;01.09.2022
08-2022
0,02;BYN;31.08.2022
-75,72;BYN;30.08.2022
-40,16;BYN;30.08.2022
-2,87;BYN;29.08.2022
-33,29;BYN;29.08.2022
-51,21;BYN;29.08.2022
-30,09;BYN;29.08.2022
-152,00;BYN;26.08.2022
-6,80;BYN;26.08.2022
-397,03;BYN;26.08.2022
-9,00;BYN;26.08.2022
-1,20;BYN;26.08.2022
-25,00;BYN;26.08.2022
-53,65;BYN;26.08.2022
-5,49;BYN;25.08.2022
5116,53;BYN;25.08.2022
-22,60;BYN;24.08.2022
-56,65;BYN;23.08.2022
-30,90;BYN;23.08.2022
-37,16;BYN;23.08.2022
-38,90;BYN;22.08.2022
-10,51;BYN;22.08.2022
-34,12;BYN;19.08.2022
-30,00;BYN;18.08.2022
-22,91;BYN;17.08.2022
-43,32;BYN;16.08.2022
-33,42;BYN;16.08.2022
-20,20;BYN;15.08.2022
-32,19;BYN;15.08.2022
-49,26;BYN;15.08.2022
-55,17;BYN;15.08.2022
-28,82;BYN;15.08.2022
-80,51;BYN;12.08.2022
-46,72;BYN;09.08.2022
-52,75;BYN;09.08.2022
-36,00;BYN;09.08.2022
-30,00;BYN;08.08.2022
-50,49;BYN;08.08.2022
-1,95;BYN;08.08.2022
-32,55;BYN;08.08.2022
-13,39;BYN;08.08.2022
-8,26;BYN;05.08.2022
-130,71;BYN;04.08.2022
-30,22;BYN;03.08.2022
-13,48;BYN;03.08.2022
-33,52;BYN;03.08.2022
-40,44;BYN;02.08.2022
-1056,00;BYN;02.08.2022
-51,50;BYN;02.08.2022
-30,00;BYN;01.08.2022
-73,88;BYN;01.08.2022
-3,58;BYN;01.08.2022
07-2022
-37,79;BYN;29.07.2022
-43,82;BYN;29.07.2022
0,02;BYN;29.07.2022
-33,76;BYN;27.07.2022
-51,44;BYN;27.07.2022
-34,12;BYN;27.07.2022
-40,37;BYN;27.07.2022
-36,25;BYN;26.07.2022
-53,70;BYN;26.07.2022
-2,44;BYN;26.07.2022
-4,15;BYN;26.07.2022
-303,50;BYN;26.07.2022
-5,49;BYN;26.07.2022
50,00;BYN;25.07.2022
3132,76;BYN;25.07.2022
-44,39;BYN;25.07.2022
-19,10;BYN;25.07.2022
-40,26;BYN;22.07.2022
-10,71;BYN;22.07.2022
-31,27;BYN;22.07.2022
-41,27;BYN;21.07.2022
-51,24;BYN;19.07.2022
-54,94;BYN;19.07.2022
-9,90;BYN;18.07.2022
-12,00;BYN;18.07.2022
-52,39;BYN;18.07.2022
-5,40;BYN;18.07.2022
-17,39;BYN;18.07.2022
-22,39;BYN;18.07.2022
-1,50;BYN;18.07.2022
-49,05;BYN;15.07.2022
-37,12;BYN;14.07.2022
-50,00;BYN;13.07.2022
-24,43;BYN;13.07.2022
-151,23;BYN;12.07.2022
-64,29;BYN;12.07.2022
-46,19;BYN;11.07.2022
-74,66;BYN;11.07.2022
-30,00;BYN;11.07.2022
-49,70;BYN;08.07.2022
-30,00;BYN;07.07.2022
-22,59;BYN;06.07.2022
-35,72;BYN;06.07.2022
-31,44;BYN;05.07.2022
-88,14;BYN;05.07.2022
-8,10;BYN;04.07.2022
-15,70;BYN;04.07.2022
-40,48;BYN;04.07.2022
-1038,00;BYN;04.07.2022
-195,74;BYN;04.07.2022
-13,74;BYN;04.07.2022
-14,00;BYN;04.07.2022
-4,70;BYN;04.07.2022
-40,40;BYN;04.07.2022
-7,60;BYN;01.07.2022
-13,33;BYN;01.07.2022
-1,80;BYN;01.07.2022
-13,61;BYN;01.07.2022
-4,90;BYN;01.07.2022
06-2022
-75,78;BYN;30.06.2022
-39,88;BYN;30.06.2022
0,01;BYN;30.06.2022
-23,85;BYN;29.06.2022
-0,90;BYN;29.06.2022
-53,33;BYN;28.06.2022
-7,62;BYN;28.06.2022
-20,00;BYN;28.06.2022
-25,64;BYN;28.06.2022
-15,78;BYN;28.06.2022
-90,23;BYN;28.06.2022
-47,89;BYN;28.06.2022
-12,50;BYN;27.06.2022
-35,75;BYN;27.06.2022
-5,49;BYN;27.06.2022
-44,10;BYN;27.06.2022
-6,50;BYN;27.06.2022
-61,24;BYN;27.06.2022
-7,27;BYN;27.06.2022
-5,58;BYN;27.06.2022
-6,70;BYN;27.06.2022
-354,00;BYN;27.06.2022
-7,10;BYN;27.06.2022
-39,07;BYN;24.06.2022
4546,00;BYN;24.06.2022
-31,75;BYN;22.06.2022
-53,82;BYN;21.06.2022
-38,92;BYN;20.06.2022
-67,51;BYN;20.06.2022
-1,80;BYN;20.06.2022
-38,42;BYN;20.06.2022
-6,60;BYN;20.06.2022
-15,00;BYN;20.06.2022
-156,67;BYN;16.06.2022
-20,00;BYN;15.06.2022
-42,29;BYN;14.06.2022
-8,70;BYN;13.06.2022
-37,00;BYN;13.06.2022
-5,50;BYN;13.06.2022
-42,73;BYN;13.06.2022
-55,34;BYN;13.06.2022
-42,98;BYN;13.06.2022
-0,75;BYN;13.06.2022
-41,07;BYN;13.06.2022
-25,72;BYN;13.06.2022
-28,60;BYN;13.06.2022
-390,03;BYN;10.06.2022
-13,39;BYN;08.06.2022
-44,07;BYN;08.06.2022
-11,10;BYN;08.06.2022
-11,50;BYN;08.06.2022
-2,74;BYN;08.06.2022
-161,92;BYN;08.06.2022
-30,00;BYN;07.06.2022
-10,90;BYN;07.06.2022
-11,10;BYN;07.06.2022
-55,58;BYN;07.06.2022
-6,80;BYN;07.06.2022
-37,00;BYN;06.06.2022
-7,80;BYN;06.06.2022
-10,00;BYN;06.06.2022
-15,00;BYN;06.06.2022
-111,00;BYN;06.06.2022
-4,81;BYN;06.06.2022
-11,00;BYN;06.06.2022
-0,80;BYN;06.06.2022
-29,82;BYN;06.06.2022
-5,60;BYN;06.06.2022
-33,18;BYN;03.06.2022
-13,34;BYN;03.06.2022
-43,71;BYN;02.06.2022
-53,71;BYN;02.06.2022
-916,67;BYN;02.06.2022
-8,35;BYN;01.06.2022
-38,40;BYN;01.06.2022
-959,86;BYN;01.06.2022
-8,35;BYN;01.06.2022
05-2022
-43,22;BYN;31.05.2022
0,01;BYN;31.05.2022
-29,13;BYN;31.05.2022
-5,49;BYN;30.05.2022
-369,00;BYN;30.05.2022
-13,40;BYN;30.05.2022
-12,30;BYN;30.05.2022
-1,41;BYN;27.05.2022
2708,77;BYN;27.05.2022
-43,38;BYN;27.05.2022
-40,51;BYN;27.05.2022
-32,02;BYN;27.05.2022
-102,00;BYN;26.05.2022
-20,70;BYN;25.05.2022
-3,73;BYN;25.05.2022
-6,00;BYN;25.05.2022
-35,00;BYN;25.05.2022
-35,00;BYN;25.05.2022
4929,32;BYN;25.05.2022
-48,70;BYN;25.05.2022
-19,10;BYN;25.05.2022
35,00;BYN;25.05.2022
-35,76;BYN;24.05.2022
-35,28;BYN;24.05.2022
-41,73;BYN;24.05.2022
-31,52;BYN;23.05.2022
-38,50;BYN;23.05.2022
-5,00;BYN;23.05.2022
-10,00;BYN;23.05.2022
-15,65;BYN;20.05.2022
-32,76;BYN;19.05.2022
-25,57;BYN;18.05.2022
-40,20;BYN;18.05.2022
-45,90;BYN;17.05.2022
-123,33;BYN;17.05.2022
-69,92;BYN;16.05.2022
-15,00;BYN;16.05.2022
-25,00;BYN;14.05.2022
53,00;BYN;14.05.2022
-38,48;BYN;14.05.2022
-61,10;BYN;14.05.2022
-53,00;BYN;14.05.2022
-10,00;BYN;13.05.2022
-16,24;BYN;13.05.2022
-27,68;BYN;12.05.2022
-39,22;BYN;12.05.2022
-42,29;BYN;11.05.2022
-1,78;BYN;11.05.2022
-26,56;BYN;10.05.2022
-120,70;BYN;10.05.2022
-7,37;BYN;10.05.2022
-7,00;BYN;10.05.2022
-33,80;BYN;10.05.2022
-30,93;BYN;10.05.2022
-100,00;BYN;10.05.2022
-40,00;BYN;06.05.2022
-38,90;BYN;06.05.2022
-27,95;BYN;05.05.2022
-35,26;BYN;05.05.2022
-14,33;BYN;05.05.2022
-4,45;BYN;05.05.2022
-31,71;BYN;05.05.2022
-13,25;BYN;05.05.2022
-23,97;BYN;05.05.2022
-5,50;BYN;05.05.2022
-25,79;BYN;05.05.2022
-58,39;BYN;05.05.2022
-32,70;BYN;05.05.2022
-5,29;BYN;05.05.2022
-10,52;BYN;05.05.2022
